2024-05-24 20:56:10,660 - INFO - 	1	2920000000007.0	0	0.0001537799835205078	1.0680410861968994	303	553	0.759894847869873	3

2024-05-24 20:56:11,585 - INFO - 	2	2850000000017.0	0	0.0004248619079589844	1.9929111003875732	306	553	1.509218454360962	6

2024-05-24 20:56:12,504 - INFO - 	3	2850000000009.0	0	0.0006899833679199219	2.9114370346069336	309	553	2.2635273933410645	9

2024-05-24 20:56:13,418 - INFO - 	4	2815000000017.0	0	0.0009617805480957031	3.825869083404541	312	553	3.0132181644439697	12

2024-05-24 20:56:15,254 - INFO - 	5	2745000000032.0	0	0.0012507438659667969	5.6617751121521	315	553	4.684958457946777	15

2024-05-24 20:56:16,138 - INFO - 	6	2736666666691.666	0	0.0015137195587158203	6.54472017288208	318	553	5.405761957168579	18

2024-05-24 20:56:17,034 - INFO - 	7	2676666666699.666	0	0.0017735958099365234	7.441334009170532	321	553	6.14066481590271	21

2024-05-24 20:56:17,932 - INFO - 	8	2660000000030.999	0	0.0020477771759033203	8.338520050048828	324	553	6.875916004180908	24

2024-05-24 20:56:18,852 - INFO - 	9	2566666666712.999	0	0.002331972122192383	9.25850796699524	327	553	7.632357835769653	27

2024-05-24 20:56:20,435 - INFO - 	10	2536666666722.333	0	0.0026471614837646484	10.841572999954224	330	553	9.053463697433472	30

2024-05-24 20:56:21,361 - INFO - 	11	2485000000054.5	0	0.002910137176513672	11.76766300201416	333	553	9.817738771438599	33

2024-05-24 20:56:22,255 - INFO - 	12	2485000000054.5	0	0.003183126449584961	12.661813974380493	336	553	10.549665689468384	36

2024-05-24 20:56:23,158 - INFO - 	13	2480000000056.0	0	0.003551959991455078	13.564335107803345	339	553	11.290428638458252	39

2024-05-24 21:05:10,948 - INFO - 	14	2435000000056.5	0	0.0038499832153320312	541.3548622131348	342	553	538.9167647361755	42

2024-05-24 21:05:12,513 - INFO - 	15	2380000000071.0	0	0.004153251647949219	542.9181172847748	345	553	540.3170938491821	45

2024-05-24 21:05:13,378 - INFO - 	16	2380000000071.0	0	0.004314422607421875	543.783842086792	348	553	541.0216717720032	48

2024-05-24 21:05:14,240 - INFO - 	17	2380000000071.0	0	0.004622459411621094	544.6453349590302	351	553	541.7217357158661	51

2024-05-24 21:05:15,110 - INFO - 	18	2330000000078.0	0	0.004915475845336914	545.515527009964	354	553	542.4285762310028	54

2024-05-24 21:05:15,983 - INFO - 	19	2310000000072.0	0	0.0052225589752197266	546.3887162208557	357	553	543.1404891014099	57

2024-05-24 21:05:17,531 - INFO - 	20	2310000000072.0	0	0.0055027008056640625	547.9361672401428	360	553	544.5267589092255	60

2024-05-24 21:05:18,398 - INFO - 	21	2310000000072.0	0	0.0057926177978515625	548.8029344081879	363	553	545.2323787212372	63

2024-05-24 21:05:19,258 - INFO - 	22	2310000000072.0	0	0.0061054229736328125	549.6626963615417	366	553	545.9305505752563	66

2024-05-24 21:05:20,098 - INFO - 	23	2310000000072.0	0	0.006407499313354492	550.5027823448181	369	553	546.6095547676086	69

2024-05-24 21:05:20,944 - INFO - 	24	2300000000077.25	0	0.006716489791870117	551.3491320610046	372	553	547.294454574585	72

2024-05-24 21:05:22,470 - INFO - 	25	2275000000088.5	0	0.007332563400268555	552.8748281002045	375	553	548.6585285663605	75

2024-05-24 21:05:23,315 - INFO - 	26	2215000000101.5	0	0.0076923370361328125	553.7192363739014	378	553	549.3417327404022	78

2024-05-24 21:05:24,137 - INFO - 	27	2210000000102.668	0	0.008036375045776367	554.5414412021637	381	553	550.0025336742401	81

2024-05-24 21:05:24,967 - INFO - 	28	2165000000106.75	0	0.008494377136230469	555.3716270923615	384	553	550.6716167926788	84

2024-05-24 21:05:25,810 - INFO - 	29	2145000000111.0	0	0.008915424346923828	556.2147259712219	387	553	551.3520195484161	87

2024-05-24 21:05:26,656 - INFO - 	30	2115000000125.25	0	0.009360313415527344	557.0591037273407	390	553	552.0346965789795	90

2024-05-24 21:05:28,198 - INFO - 	31	2090000000129.0	0	0.009703397750854492	558.6017825603485	393	553	553.4162456989288	93

2024-05-24 21:05:29,039 - INFO - 	32	2090000000129.0	0	0.010040283203125	559.4427394866943	396	553	554.0961585044861	96

2024-05-24 21:05:29,879 - INFO - 	33	2090000000125.6006	0	0.010427474975585938	560.2823896408081	399	553	554.774646282196	99

2024-05-24 21:05:30,723 - INFO - 	34	2090000000125.6006	0	0.01097249984741211	561.1261587142944	402	553	555.4568741321564	102

2024-05-24 21:05:31,574 - INFO - 	35	2075000000131.5	0	0.011505365371704102	561.9774887561798	405	553	556.146918296814	105

2024-05-24 21:05:33,117 - INFO - 	36	2071538461670.385	0	0.012030363082885742	563.5200757980347	408	553	557.5280382633209	108

2024-05-24 21:05:33,956 - INFO - 	37	2038571428713.5713	0	0.012435436248779297	564.3590288162231	411	553	558.2058022022247	111

2024-05-24 21:05:34,799 - INFO - 	38	2006666666822.0564	0	0.013167142868041992	565.2021317481995	414	553	558.8873910903931	114

2024-05-24 21:05:35,663 - INFO - 	39	2006666666822.0564	0	0.013749122619628906	566.0656206607819	417	553	559.5898139476776	117

2024-05-24 21:05:36,531 - INFO - 	40	1992500000160.7495	0	0.01427316665649414	566.9335248470306	420	553	560.2961688041687	120

2024-05-24 21:05:38,085 - INFO - 	41	1984166666826.5828	0	0.014889001846313477	568.4876749515533	423	553	561.6888291835785	123

2024-05-24 21:05:38,944 - INFO - 	42	1965000000170.5	0	0.015496015548706055	569.3466000556946	426	553	562.3865158557892	126

