2025-02-16 11:48:21,248 - INFO - 	count	z_opt	time_spp	time_lp	time_total	ncols	nrows	time_spp_low_res	n_cols_low_res
2025-02-16 11:48:33,891 - INFO - 	1	3120000000006.0	0	0.00021505355834960938	12.642324924468994	323	573	0	0
2025-02-16 11:48:46,606 - INFO - 	2	3120000000006.0	0	0.0003838539123535156	25.356904983520508	326	573	0	0
2025-02-16 11:48:59,346 - INFO - 	3	3050000000008.0	0	0.0006730556488037109	38.09768486022949	329	573	0	0
2025-02-16 11:49:11,644 - INFO - 	4	2980000000016.0	0	0.0009701251983642578	50.395121812820435	332	573	0	0
2025-02-16 11:49:23,776 - INFO - 	5	2840000000038.0	0	0.001142263412475586	62.52699398994446	335	573	0	0
2025-02-16 11:49:36,056 - INFO - 	6	2840000000038.0	0	0.0013341903686523438	74.80642890930176	338	573	0	0
2025-02-16 11:49:47,887 - INFO - 	7	2815000000044.5	0	0.0016453266143798828	86.63802671432495	341	573	0	0
2025-02-16 11:49:59,945 - INFO - 	8	2803333333376.3325	0	0.001993417739868164	98.69576287269592	344	573	0	0
2025-02-16 11:50:11,963 - INFO - 	9	2785000000045.5	0	0.0023283958435058594	110.71360802650452	347	573	0	0
2025-02-16 11:50:24,106 - INFO - 	10	2670000000059.0	0	0.002642393112182617	122.8562159538269	350	573	0	0
2025-02-16 11:50:36,308 - INFO - 	11	2670000000059.0	0	0.0029451847076416016	135.05862379074097	353	573	0	0
2025-02-16 11:50:48,201 - INFO - 	12	2670000000059.0	0	0.0032651424407958984	146.95177960395813	356	573	0	0
2025-02-16 11:51:01,521 - INFO - 	13	2670000000059.0	0	0.0036733150482177734	160.27131175994873	359	573	0	0
2025-02-16 11:51:13,532 - INFO - 	14	2665000000060.0	0	0.004018068313598633	172.28116178512573	362	573	0	0
2025-02-16 11:51:25,001 - INFO - 	15	2665000000060.0	0	0.004381895065307617	183.74980664253235	365	573	0	0
2025-02-16 11:51:36,498 - INFO - 	16	2620000000073.0	0	0.0047550201416015625	195.2466356754303	368	573	0	0
2025-02-16 11:51:47,854 - INFO - 	17	2620000000069.5	0	0.0051441192626953125	206.60299968719482	371	573	0	0
2025-02-16 11:51:58,865 - INFO - 	18	2620000000069.5	0	0.0055081844329833984	217.61315751075745	374	573	0	0
2025-02-16 11:52:09,817 - INFO - 	19	2570000000079.0	0	0.005856990814208984	228.56532335281372	377	573	0	0
2025-02-16 11:52:20,851 - INFO - 	20	2570000000079.0	0	0.006181001663208008	239.5993583202362	380	573	0	0
2025-02-16 11:52:31,867 - INFO - 	21	2570000000079.0	0	0.006562948226928711	250.61533546447754	383	573	0	0
