2025-02-08 14:19:59,731 - INFO - 	count	z_opt	time_spp	time_lp	time_total	ncols	nrows	time_spp_low_res	n_cols_low_res
2025-02-08 14:20:03,754 - INFO - 	1	2720000000007.0	0	0.00015997886657714844	4.023053169250488	283	533	3.912773609161377	3
2025-02-08 14:20:07,679 - INFO - 	2	2640000000021.0	0	0.0004930496215820312	7.947831392288208	286	533	7.72454571723938	6
2025-02-08 14:20:11,592 - INFO - 	3	2640000000021.0	0	0.0007631778717041016	11.860500574111938	289	533	11.525172710418701	9
2025-02-08 14:20:15,544 - INFO - 	4	2580000000026.0	0	0.0010349750518798828	15.812689542770386	292	533	15.365418672561646	12
2025-02-08 14:20:19,492 - INFO - 	5	2580000000026.0	0	0.0013041496276855469	19.760559558868408	295	533	19.201138734817505	15
2025-02-08 14:20:23,444 - INFO - 	6	2460000000037.0	0	0.0014672279357910156	23.712737798690796	298	533	23.04129195213318	18
2025-02-08 14:20:27,309 - INFO - 	7	2460000000037.0	0	0.0017354488372802734	27.577608108520508	301	533	26.79417324066162	21
2025-02-08 14:20:31,060 - INFO - 	8	2460000000037.0	0	0.0020084381103515625	31.328155040740967	304	533	30.433244943618774	24
2025-02-08 14:20:34,800 - INFO - 	9	2455000000039.0	0	0.0023403167724609375	35.06799793243408	307	533	34.0609917640686	27
2025-02-08 14:20:38,702 - INFO - 	10	2455000000039.0	0	0.002655506134033203	38.96991181373596	310	533	37.85127282142639	30
2025-02-08 14:20:42,793 - INFO - 	11	2400000000044.0	0	0.0029473304748535156	43.06080079078674	313	533	41.830317735672	33
2025-02-08 14:20:46,844 - INFO - 	12	2340000000057.0	0	0.003233671188354492	47.11242985725403	316	533	45.746702909469604	36
2025-02-08 14:20:50,871 - INFO - 	13	2330000000067.0	0	0.0035436153411865234	51.138964891433716	319	533	49.66136431694031	39
2025-02-08 14:20:54,934 - INFO - 	14	2280000000067.0	0	0.003875732421875	55.2020058631897	322	533	53.61255502700806	42
2025-02-08 14:20:58,594 - INFO - 	15	2260000000069.5	0	0.004197835922241211	58.861501932144165	325	533	57.16002535820007	45
2025-02-08 14:21:02,269 - INFO - 	16	2260000000069.5	0	0.00451207160949707	62.53618264198303	328	533	60.723143577575684	48
2025-02-08 14:21:06,098 - INFO - 	17	2180000000093.0	0	0.004839181900024414	66.36573362350464	331	533	64.44111728668213	51
2025-02-08 14:21:09,820 - INFO - 	18	2180000000093.0	0	0.005176067352294922	70.08724856376648	334	533	68.05086946487427	54
2025-02-08 14:21:13,461 - INFO - 	19	2180000000084.6667	0	0.0057070255279541016	73.72815656661987	337	533	71.57942128181458	57
2025-02-08 14:21:17,181 - INFO - 	20	2180000000084.0	0	0.006103992462158203	77.44807863235474	340	533	75.18758630752563	60
2025-02-08 14:21:20,915 - INFO - 	21	2130000000096.0	0	0.006436824798583984	81.18242263793945	343	533	78.81043410301208	63
2025-02-08 14:21:24,453 - INFO - 	22	2090000000096.0	0	0.006768941879272461	84.72004795074463	346	533	82.23665833473206	66
2025-02-08 14:21:28,128 - INFO - 	23	2083333333429.3328	0	0.007111787796020508	88.39505696296692	349	533	85.7997145652771	69
2025-02-08 14:21:31,927 - INFO - 	24	2060000000101.75	0	0.007516622543334961	92.19381093978882	352	533	89.48664355278015	72
2025-02-08 14:21:35,490 - INFO - 	25	2060000000101.75	0	0.007979631423950195	95.75683093070984	355	533	92.93770933151245	75
2025-02-08 14:21:39,151 - INFO - 	26	2060000000101.75	0	0.008329629898071289	99.41767191886902	358	533	96.48670816421509	78
2025-02-08 14:21:42,798 - INFO - 	27	2060000000101.75	0	0.008841753005981445	103.06445789337158	361	533	100.02173638343811	81
2025-02-08 14:21:46,490 - INFO - 	28	2040000000105.25	0	0.009250879287719727	106.75586771965027	364	533	103.6014051437378	84
2025-02-08 14:21:50,270 - INFO - 	29	2030000000107.4165	0	0.009824037551879883	110.53605675697327	367	533	107.26987028121948	87
2025-02-08 14:21:53,941 - INFO - 	30	2030000000107.1816	0	0.010491132736206055	114.20706486701965	370	533	110.82913494110107	90
2025-02-08 14:21:57,653 - INFO - 	31	2030000000107.0625	0	0.010988235473632812	117.91942691802979	373	533	114.4298746585846	93
2025-02-08 14:22:01,364 - INFO - 	32	2000000000118.0	0	0.011409521102905273	121.62979912757874	376	533	118.02864456176758	96
2025-02-08 14:22:05,099 - INFO - 	33	1990000000116.9995	0	0.012052536010742188	125.36518836021423	379	533	121.65195918083191	99
2025-02-08 14:22:08,596 - INFO - 	34	1965000000122.5	0	0.012667417526245117	128.8621482849121	382	533	125.03700399398804	102
2025-02-08 14:22:12,269 - INFO - 	35	1965000000122.5	0	0.013316631317138672	132.5342230796814	385	533	128.59725308418274	105
2025-02-08 14:22:15,846 - INFO - 	36	1960000000125.5	0	0.014014720916748047	136.11105132102966	388	533	132.06228613853455	108
2025-02-08 14:22:19,481 - INFO - 	37	1960000000125.5	0	0.014209747314453125	139.74625039100647	391	533	135.58596301078796	111
2025-02-08 14:22:23,108 - INFO - 	38	1934285714422.9995	0	0.014849662780761719	143.37321734428406	394	533	139.1010537147522	114
2025-02-08 14:22:26,551 - INFO - 	39	1926666666807.666	0	0.01587080955505371	146.81598019599915	397	533	142.4313895702362	117
2025-02-08 14:22:30,137 - INFO - 	40	1885555555706.5557	0	0.016913890838623047	150.40173625946045	400	533	145.90521001815796	120
2025-02-08 14:22:33,814 - INFO - 	41	1870714285867.286	0	0.0178530216217041	154.07879614830017	403	533	149.46972346305847	123
